EXTERNAL_ID,TITLE,CENTER_NAME
SAMEA704449,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA704450,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA704451,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA704452,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA704453,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA704439,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA704441,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA704461,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA704460,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA704466,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA704458,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1009886,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1009895,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1009832,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1009853,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1009862,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1009599,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1009580,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1009747,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1009714,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1009700,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1009684,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1009664,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1009689,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1009673,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1009744,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1009558,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1009601,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1009630,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1009644,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1009830,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1009833,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1009868,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1009887,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1009891,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1009750,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1009776,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1009761,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1009721,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1009742,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1009669,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1009692,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1009687,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1009619,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1009638,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1009569,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1009766,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1009751,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1009812,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1009801,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1009867,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1009834,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1009904,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1009898,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1009873,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1009574,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1009554,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1009576,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1009735,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1933171,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1968168,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1933383,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1933313,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1933377,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1944779,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1027172,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1027217,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1027205,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1027257,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1027278,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1027232,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1027225,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1027236,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1027196,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1027169,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1027270,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1027274,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1027265,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1027247,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1027222,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1027211,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1027192,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1027204,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1027188,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1027161,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1027209,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1027195,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1027202,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1027248,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1027233,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1027267,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1027251,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1027180,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1027179,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1027187,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1027263,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1027273,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1027229,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1027227,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1027237,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1027218,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1027197,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1946915,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1027240,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1027228,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1027275,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1027261,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1027186,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1027178,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1027160,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1027210,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1027203,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1027242,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1027258,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1027279,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1027167,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1027176,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1027216,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1027200,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1027252,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1027259,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1027175,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1027193,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1027215,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1953481,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1950262,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1094218,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1094226,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1094213,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1094214,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1094221,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1094224,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1094225,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1094223,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1981135,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1980836,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1980837,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1981136,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1980838,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA2032856,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1981137,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1980839,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1980840,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA2032857,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1980841,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1980842,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1981138,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1981076,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1981077,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1981139,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1988052,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1985914,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1985932,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1986997,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1986998,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1986055,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1986999,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1987000,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1986056,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1987001,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1984832,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1986057,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1984918,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1984833,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1986058,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1967603,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1984839,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1986064,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1984925,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1984840,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1986065,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1986522,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1986523,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1986260,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1986524,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1986525,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1986261,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1986526,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1986527,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA2034705,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1986001,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA2034956,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1985667,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1986002,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1985668,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1985669,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1986003,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1964724,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1985670,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1984588,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA2035165,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1710653,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1710602,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1710629,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1710681,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1710641,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1710651,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1710615,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1710623,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1710685,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1710604,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1710665,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1710600,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1710647,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1710679,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1710626,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1710663,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1710621,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1710645,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA2004717,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA2003127,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA2003269,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA2004718,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA2003128,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA2003270,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1969920,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA2003129,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1486874,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1486848,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1486825,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1486790,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1486810,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1486782,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1486880,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1486816,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1486791,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1486775,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1486844,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1486772,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1486807,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1486827,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1486878,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1486846,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1486769,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1486799,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1486789,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1486771,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1486866,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1486779,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1486803,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1486823,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1486854,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1486783,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1486773,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1486792,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1486821,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1486864,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1486786,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1486886,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1486842,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1486815,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1486801,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1486776,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1486858,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1486819,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1486793,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1486808,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1486809,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1486838,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1486876,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1486798,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1486804,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1486785,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1486884,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1486817,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1486796,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1486766,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1486812,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1486840,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1486890,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1486780,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1486802,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1486800,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
SAMEA1486822,Salmonella enterica subsp. enterica serovar Typhimurium,The Wellcome Trust Sanger Institute
